,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
4436,Australia,South Africa,Johannesburg,98,26,5,6.25531914893617,32.0,147
40519,West Indies,England,London,106,47,8,8.712328767123287,51.0,169
26340,Pakistan,New Zealand,Auckland,103,21,3,6.242424242424242,23.0,143
6156,Bangladesh,India,Colombo,133,19,4,7.900990099009901,52.0,166
42547,West Indies,Pakistan,St Lucia,73,62,9,7.551724137931035,41.0,150
11359,England,South Africa,Cardiff,95,55,9,8.76923076923077,48.0,181
3793,Australia,Pakistan,St Lucia,115,44,8,9.078947368421051,51.0,191
16210,India,Sri Lanka,Colombo,150,18,7,8.823529411764707,50.0,174
6703,Bangladesh,Pakistan,Cape Town,121,29,4,7.978021978021978,37.0,140
24456,Pakistan,Bangladesh,Kolkata,175,15,7,10.0,60.0,201
24587,Pakistan,Bangladesh,Mirpur,71,63,7,7.473684210526316,28.0,190
27976,Pakistan,South Africa,St Lucia,45,67,7,5.09433962264151,29.0,148
9233,England,India,Birmingham,55,77,8,7.674418604651163,31.0,180
42282,West Indies,Pakistan,Dubai,56,43,2,4.363636363636363,18.0,115
5373,Australia,Sri Lanka,Sydney,137,0,7,6.85,36.0,137
34958,Sri Lanka,Bangladesh,Johannesburg,140,3,5,7.17948717948718,45.0,147
29173,South Africa,Australia,Brisbane,33,91,10,6.827586206896552,33.0,157
19330,New Zealand,India,Auckland,48,85,10,8.228571428571428,35.0,132
21056,New Zealand,South Africa,Durban,29,79,6,4.243902439024391,20.0,86
2587,Australia,India,Sydney,79,62,8,8.172413793103448,40.0,186
15094,India,New Zealand,Wellington,97,42,4,7.461538461538462,28.0,165
24009,Pakistan,Australia,Mirpur,158,19,6,9.386138613861386,45.0,191
12698,India,Afghanistan,Colombo,110,31,7,7.415730337078652,43.0,159
18128,New Zealand,Bangladesh,Mount Maunganui,192,4,4,9.93103448275862,41.0,195
21850,New Zealand,Sri Lanka,Johannesburg,143,17,5,8.330097087378642,42.0,164
17184,India,West Indies,Trinidad,21,92,9,4.5,21.0,159
38426,Sri Lanka,West Indies,Barbados,95,55,9,8.76923076923077,49.0,195
26568,Pakistan,New Zealand,Dubai,54,77,9,7.534883720930233,51.0,161
6025,Bangladesh,India,Colombo,49,80,8,7.35,39.0,139
41237,West Indies,India,Lauderhill,97,44,5,7.657894736842105,35.0,143
41392,West Indies,India,Mirpur,33,79,10,4.829268292682927,29.0,129
35936,Sri Lanka,India,Colombo,122,28,7,7.956521739130435,41.0,171
14237,India,England,Durban,208,4,7,10.758620689655173,72.0,218
35069,Sri Lanka,England,Chittagong,43,83,9,6.972972972972973,39.0,189
36660,Sri Lanka,New Zealand,Nottingham,135,16,7,7.788461538461538,43.0,158
4644,Australia,Sri Lanka,Adelaide,66,78,10,9.428571428571429,47.0,187
38925,West Indies,Afghanistan,Lucknow,120,28,6,7.826086956521739,25.0,164
13637,India,Bangladesh,Mirpur,126,21,6,7.636363636363637,53.0,166
8380,England,Australia,Cape Town,42,78,8,6.0,30.0,135
30532,South Africa,England,Cape Town,90,41,7,6.835443037974684,35.0,154
13354,India,Bangladesh,Bangalore,114,26,5,7.276595744680851,47.0,146
20812,New Zealand,Pakistan,Napier,144,14,5,8.150943396226415,47.0,173
3941,Australia,South Africa,Brisbane,48,84,10,8.0,43.0,209
17817,New Zealand,Bangladesh,Kolkata,90,37,8,6.506024096385542,33.0,145
37534,Sri Lanka,Pakistan,Lahore,92,57,8,8.761904761904763,47.0,182
37787,Sri Lanka,Pakistan,London,86,60,9,8.6,27.0,150
13633,India,Bangladesh,Mirpur,111,25,6,7.010526315789473,49.0,166
10182,England,New Zealand,Napier,70,68,8,8.076923076923077,53.0,241
30775,South Africa,England,Centurion,137,39,7,10.148148148148149,49.0,222
38800,Sri Lanka,West Indies,Pallekele,92,60,9,9.2,40.0,215
32133,South Africa,New Zealand,London,61,60,9,6.1,26.0,128
39934,West Indies,Bangladesh,Mirpur,68,69,8,8.0,43.0,197
19021,New Zealand,England,St Lucia,144,4,4,7.448275862068965,38.0,149
31257,South Africa,India,Chandigarh,132,7,5,7.008849557522124,28.0,149
32725,South Africa,Sri Lanka,Cape Town,118,30,7,7.866666666666666,39.0,169
13910,India,England,Bangalore,126,34,7,8.790697674418604,54.0,202
23471,Pakistan,Australia,Dubai,42,66,5,4.666666666666667,19.0,96
6117,Bangladesh,India,Colombo,99,37,6,7.156626506024097,36.0,166
16957,India,West Indies,Lucknow,128,33,9,8.827586206896552,46.0,195
39601,West Indies,Australia,Sydney,50,72,7,6.25,34.0,138
40170,West Indies,England,Barbados,68,69,9,8.0,38.0,170
39807,West Indies,Bangladesh,Johannesburg,77,56,9,7.21875,44.0,164
13528,India,Bangladesh,Delhi,85,36,7,6.071428571428571,25.0,148
42081,West Indies,Pakistan,Abu Dhabi,52,55,6,4.8,30.0,103
8937,England,Australia,Southampton,37,92,9,7.928571428571429,37.0,179
17077,India,West Indies,Mumbai,135,51,10,11.73913043478261,55.0,240
37806,Sri Lanka,Pakistan,London,67,51,6,5.826086956521739,30.0,138
39448,West Indies,Australia,St Lucia,56,66,8,6.222222222222222,34.0,150
14993,India,New Zealand,Wellington,48,93,8,10.666666666666666,47.0,165
22829,New Zealand,West Indies,Mount Maunganui,93,69,10,10.941176470588236,59.0,243
24363,Pakistan,Bangladesh,Karachi,169,15,5,9.657142857142857,46.0,203
34699,Sri Lanka,Bangladesh,Colombo,36,81,6,5.538461538461538,25.0,159
14763,India,New Zealand,Delhi,114,42,10,8.76923076923077,55.0,202
13475,India,Bangladesh,Delhi,29,89,9,5.612903225806452,25.0,148
10874,England,Pakistan,London,122,44,8,9.63157894736842,41.0,185
12965,India,Australia,Durban,86,50,8,7.371428571428571,48.0,188
34153,Sri Lanka,Australia,Colombo,78,41,4,5.924050632911392,24.0,128
22073,New Zealand,Sri Lanka,Mount Maunganui,100,58,10,9.67741935483871,47.0,182
33353,South Africa,Sri Lanka,Johannesburg,97,46,9,7.864864864864865,52.0,198
25263,Pakistan,England,Dubai,32,75,7,4.266666666666667,24.0,129
8967,England,Australia,Southampton,33,83,9,5.351351351351352,30.0,145
7953,Bangladesh,West Indies,St Kitts,95,61,5,9.66101694915254,52.0,143
15000,India,New Zealand,Wellington,37,89,8,7.161290322580645,36.0,149
29135,South Africa,Afghanistan,Mumbai,122,35,7,8.611764705882353,37.0,209
26045,Pakistan,New Zealand,Abu Dhabi,137,4,4,7.086206896551724,42.0,148
26437,Pakistan,New Zealand,Christchurch,64,85,10,10.971428571428572,60.0,183
25407,Pakistan,England,Dubai,140,3,5,7.17948717948718,44.0,144
20521,New Zealand,Pakistan,Dubai,127,10,4,6.927272727272728,45.0,144
12648,India,Afghanistan,Colombo,41,78,8,5.857142857142857,26.0,159
11019,England,Pakistan,Manchester,93,42,7,7.153846153846154,30.0,135
6797,Bangladesh,Pakistan,Lahore,57,60,7,5.7,30.0,136
18596,New Zealand,England,Hamilton,106,47,8,8.712328767123287,44.0,192
30720,South Africa,England,Centurion,90,66,8,10.0,38.0,222
31040,South Africa,England,Mumbai,143,39,7,10.592592592592592,35.0,229
28755,Pakistan,West Indies,Karachi,146,23,7,9.030927835051546,42.0,203
26501,Pakistan,New Zealand,Christchurch,132,23,6,8.164948453608247,38.0,183
14392,India,England,Manchester,123,34,5,8.581395348837209,48.0,165
12046,England,Sri Lanka,Delhi,115,24,7,7.1875,42.0,171
26090,Pakistan,New Zealand,Auckland,59,81,10,9.076923076923077,46.0,201
26227,Pakistan,New Zealand,Auckland,107,47,8,8.794520547945206,45.0,201
31149,South Africa,England,Southampton,102,24,7,6.375,34.0,142
18941,New Zealand,England,St Lucia,39,83,9,6.324324324324325,33.0,149
9603,England,India,Pune,51,85,9,8.742857142857142,42.0,157
28741,Pakistan,West Indies,Karachi,137,30,8,9.133333333333333,43.0,203
28099,Pakistan,Sri Lanka,Colombo,67,65,8,7.309090909090909,41.0,175
25928,Pakistan,India,Mirpur,102,20,6,6.12,27.0,130
31297,South Africa,India,Johannesburg,34,77,7,4.744186046511628,17.0,126
16109,India,South Africa,St Lucia,128,22,7,7.836734693877551,45.0,186
20119,New Zealand,Pakistan,Cape Town,75,53,8,6.7164179104477615,32.0,143
38378,Sri Lanka,West Indies,Bangalore,115,10,4,6.2727272727272725,42.0,122
15740,India,South Africa,Colombo,143,6,5,7.526315789473684,40.0,152
33063,South Africa,Sri Lanka,Hambantota,30,89,9,5.806451612903226,26.0,163
39541,West Indies,Australia,St Lucia,133,21,6,8.06060606060606,62.0,150
5979,Bangladesh,Australia,Mirpur,127,18,7,7.470588235294118,37.0,153
32475,South Africa,Pakistan,Johannesburg,33,90,10,6.6,33.0,188
24277,Pakistan,Australia,Sydney,92,37,6,6.650602409638554,33.0,107
19580,New Zealand,India,Auckland,152,5,5,7.930434782608696,37.0,158
14783,India,New Zealand,Delhi,158,22,9,9.673469387755102,62.0,202
29974,South Africa,Australia,Melbourne,46,67,7,5.2075471698113205,27.0,101
15207,India,Pakistan,Bangalore,72,65,10,7.8545454545454545,46.0,133
25126,Pakistan,England,Cardiff,96,49,8,8.112676056338028,55.0,173
36945,Sri Lanka,Pakistan,Abu Dhabi,141,3,1,7.230769230769231,25.0,141
29463,South Africa,Australia,Centurion,32,89,8,6.193548387096774,32.0,128
41944,West Indies,New Zealand,Pallekele,136,8,1,7.285714285714286,34.0,139
33814,South Africa,West Indies,London,163,14,5,9.226415094339623,52.0,183
5102,Australia,Sri Lanka,Pallekele,76,81,9,11.692307692307692,67.0,263
4430,Australia,South Africa,Johannesburg,96,28,5,6.260869565217392,31.0,147
25287,Pakistan,England,Dubai,71,63,7,7.473684210526316,28.0,144
39363,West Indies,Australia,Colombo,154,15,7,8.8,61.0,205
1987,Australia,India,Chandigarh,75,64,7,8.035714285714286,21.0,160
16566,India,Sri Lanka,Pune,152,20,6,9.12,45.0,201
7280,Bangladesh,Sri Lanka,Colombo,80,57,6,7.619047619047619,23.0,155
14102,India,England,Colombo,111,34,8,7.744186046511628,36.0,170
9016,England,Australia,Southampton,76,67,8,8.60377358490566,46.0,179
7329,Bangladesh,Sri Lanka,Colombo,133,33,7,9.172413793103448,37.0,176
3271,Australia,Pakistan,Dubai,88,67,10,9.962264150943396,59.0,168
1328,Australia,England,Melbourne,57,84,9,9.5,55.0,147
14144,India,England,Durban,32,91,10,6.620689655172414,31.0,218
33827,South Africa,West Indies,London,178,3,3,9.128205128205128,41.0,183
29888,South Africa,Australia,Johannesburg,143,29,6,9.428571428571429,49.0,204
18339,New Zealand,England,Christchurch,118,21,6,7.151515151515151,39.0,153
416,Afghanistan,West Indies,Lucknow,50,68,7,5.769230769230769,31.0,156
14542,India,England,Nagpur,56,74,8,7.304347826086956,41.0,144
4867,Australia,Sri Lanka,Barbados,98,31,5,6.606741573033708,35.0,168
43029,West Indies,Sri Lanka,Colombo,86,31,7,5.797752808988764,54.0,137
6062,Bangladesh,India,Colombo,68,62,7,7.0344827586206895,37.0,139
31934,South Africa,New Zealand,Chittagong,46,75,7,6.133333333333334,31.0,170
18176,New Zealand,Bangladesh,Pallekele,84,55,9,7.753846153846154,50.0,191
21114,New Zealand,South Africa,Durban,76,60,7,7.6,32.0,153
36722,Sri Lanka,Pakistan,Abu Dhabi,44,78,8,6.285714285714286,28.0,102
2502,Australia,India,Sydney,58,78,9,8.285714285714286,48.0,171
22090,New Zealand,Sri Lanka,Mount Maunganui,112,41,9,8.50632911392405,34.0,182
6531,Bangladesh,New Zealand,Napier,30,90,8,6.0,30.0,141
41600,West Indies,New Zealand,Auckland,79,36,5,5.642857142857143,35.0,126
13492,India,Bangladesh,Delhi,51,72,8,6.375,33.0,148
2288,Australia,India,Mumbai,97,46,8,7.864864864864865,35.0,166
8952,England,Australia,Southampton,24,88,9,4.5,23.0,145
15792,India,South Africa,Durban,72,69,8,8.470588235294118,49.0,168
15760,India,South Africa,Durban,56,85,9,9.6,46.0,168
40314,West Indies,England,Chester-le-Street,144,20,3,8.64,22.0,176
10955,England,Pakistan,Manchester,48,74,9,6.260869565217392,35.0,131
24051,Pakistan,Australia,Perth,50,70,7,6.0,35.0,106
40860,West Indies,England,Pallekele,118,42,9,9.076923076923077,45.0,179
40383,West Indies,England,London,73,81,9,11.23076923076923,60.0,208
6082,Bangladesh,India,Colombo,76,52,6,6.705882352941177,35.0,166
42417,West Indies,Pakistan,Karachi,140,4,5,7.241379310344827,45.0,153
3569,Australia,Pakistan,Johannesburg,37,92,8,7.928571428571429,33.0,164
4131,Australia,South Africa,Cape Town,191,1,5,9.630252100840336,45.0,193
23326,Pakistan,Australia,Colombo,103,36,8,7.357142857142857,54.0,149
9578,England,India,Manchester,141,16,4,8.134615384615385,36.0,159
35908,Sri Lanka,India,Colombo,119,37,5,8.602409638554217,35.0,152
12188,England,West Indies,Barbados,105,35,6,7.411764705882353,55.0,152
20773,New Zealand,Pakistan,Napier,82,53,7,7.343283582089552,35.0,173
13924,India,England,Bangalore,148,21,7,8.969696969696969,56.0,202
18089,New Zealand,Bangladesh,Mount Maunganui,164,23,7,10.144329896907216,72.0,195
35266,Sri Lanka,England,Pallekele,54,77,9,7.534883720930233,37.0,169
9157,England,Australia,Southampton,124,20,5,7.44,33.0,162
17484,New Zealand,Australia,Christchurch,61,85,9,10.457142857142856,51.0,214
41684,West Indies,New Zealand,Lauderhill,44,79,9,6.439024390243903,22.0,177
31195,South Africa,India,Chandigarh,58,69,9,6.823529411764706,28.0,149
32779,South Africa,Sri Lanka,Centurion,43,81,9,6.615384615384615,35.0,180
10275,England,Pakistan,Abu Dhabi,54,70,8,6.48,29.0,129
12499,England,West Indies,Mumbai,102,44,8,8.052631578947368,40.0,182
42878,West Indies,South Africa,Johannesburg,188,11,6,10.34862385321101,37.0,205
8211,England,Afghanistan,Delhi,60,59,4,5.901639344262295,18.0,142
29716,South Africa,Australia,Colombo,99,25,5,6.252631578947368,33.0,146
17286,New Zealand,Australia,Auckland,52,91,10,10.758620689655173,48.0,243
26552,Pakistan,New Zealand,Dubai,39,82,9,6.157894736842105,38.0,161
32474,South Africa,Pakistan,Johannesburg,53,90,10,10.6,53.0,153
21762,New Zealand,Sri Lanka,Colombo,167,5,7,8.71304347826087,48.0,170
25786,Pakistan,India,Mirpur,23,89,9,4.451612903225806,23.0,130
13055,India,Australia,Melbourne,74,73,10,9.4468085106383,62.0,184
10734,England,Pakistan,Dubai,117,20,6,7.02,38.0,160
17446,New Zealand,Australia,Auckland,219,13,7,12.280373831775702,62.0,243
22065,New Zealand,Sri Lanka,Mount Maunganui,85,66,10,9.444444444444445,36.0,182
39959,West Indies,Bangladesh,Mirpur,64,60,8,6.4,34.0,132
20554,New Zealand,Pakistan,Dubai,153,0,3,7.65,52.0,153
33461,South Africa,West Indies,Cape Town,40,77,8,5.5813953488372094,27.0,165
7092,Bangladesh,South Africa,Cape Town,122,22,3,7.469387755102041,20.0,144
1166,Australia,England,Hobart,113,52,9,9.970588235294118,50.0,213
13814,India,Bangladesh,Nottingham,113,30,8,7.533333333333333,37.0,180
16546,India,Sri Lanka,Pune,138,30,6,9.2,46.0,201
42531,West Indies,Pakistan,St Lucia,57,78,9,8.142857142857142,52.0,150
40422,West Indies,England,London,40,71,8,4.8979591836734695,22.0,113
24955,Pakistan,England,Barbados,47,81,9,7.230769230769231,31.0,147
3730,Australia,Pakistan,Melbourne,105,24,3,6.5625,27.0,127
35108,Sri Lanka,England,Chittagong,95,44,9,7.5,38.0,189
14490,India,England,Mumbai,110,32,5,7.5,26.0,177
19986,New Zealand,Pakistan,Barbados,40,88,9,7.5,37.0,133
37194,Sri Lanka,Pakistan,Dubai,73,66,10,8.11111111111111,40.0,211
13529,India,Bangladesh,Delhi,86,35,7,6.070588235294117,25.0,148
20836,New Zealand,Pakistan,Wellington,60,82,9,9.473684210526317,43.0,196
14271,India,England,Kolkata,65,61,7,6.610169491525424,39.0,120
17474,New Zealand,Australia,Auckland,237,0,4,11.75206611570248,37.0,243
15048,India,New Zealand,Wellington,79,65,6,8.618181818181819,35.0,165
29193,South Africa,Australia,Brisbane,48,71,7,5.877551020408164,27.0,157
16508,India,Sri Lanka,Pune,111,49,8,9.380281690140846,40.0,201
4650,Australia,Sri Lanka,Adelaide,70,75,10,9.333333333333334,49.0,187
39579,West Indies,Australia,Sydney,29,93,8,6.444444444444445,29.0,138
8126,England,Afghanistan,Colombo,84,47,8,6.904109589041096,28.0,196
22869,New Zealand,West Indies,Mount Maunganui,105,52,8,9.264705882352942,51.0,238
38271,Sri Lanka,South Africa,Delhi,99,23,3,6.123711340206185,19.0,120
29215,South Africa,Australia,Brisbane,69,49,7,5.830985915492958,29.0,157
725,Afghanistan,West Indies,St Kitts,45,57,6,4.285714285714286,17.0,110
22604,New Zealand,West Indies,Auckland,112,28,6,7.304347826086956,36.0,155
23547,Pakistan,Australia,Dubai,86,48,9,7.166666666666667,35.0,147
28958,Pakistan,West Indies,Trinidad,126,14,4,7.132075471698113,34.0,137
12686,India,Afghanistan,Colombo,87,43,7,6.779220779220779,31.0,159
21469,New Zealand,South Africa,Johannesburg,105,13,3,5.88785046728972,26.0,129
42444,West Indies,Pakistan,Mirpur,54,69,8,6.352941176470588,32.0,166
32274,South Africa,New Zealand,Wellington,130,11,4,7.155963302752293,57.0,147
11703,England,South Africa,Johannesburg,106,42,7,8.153846153846153,43.0,171
5875,Bangladesh,Australia,Cape Town,103,24,7,6.4375,36.0,123
18106,New Zealand,Bangladesh,Mount Maunganui,158,14,7,8.943396226415095,68.0,194
8765,England,Australia,Melbourne,45,81,7,6.923076923076923,32.0,137
14063,India,England,Colombo,65,73,9,8.297872340425531,37.0,170
26472,Pakistan,New Zealand,Christchurch,95,50,8,8.142857142857142,22.0,183
37043,Sri Lanka,Pakistan,Colombo,90,45,5,7.2,35.0,172
9638,England,India,Pune,96,50,8,8.228571428571428,35.0,157
8264,England,Afghanistan,Delhi,120,8,3,6.428571428571429,39.0,142
37691,Sri Lanka,Pakistan,Lahore,162,7,4,8.601769911504425,34.0,182
13044,India,Australia,Melbourne,62,78,10,8.857142857142858,52.0,184
40085,West Indies,Bangladesh,Mirpur,140,20,6,8.4,44.0,197
40151,West Indies,England,Barbados,51,88,10,9.5625,41.0,170
40105,West Indies,Bangladesh,Mirpur,154,13,6,8.63551401869159,53.0,197
10811,England,Pakistan,Dubai,166,2,2,8.440677966101696,51.0,172
22,Afghanistan,Bangladesh,Dhaka,50,70,6,6.0,27.0,164
14900,India,New Zealand,Mount Maunganui,44,90,9,8.8,44.0,163
4049,Australia,South Africa,Cape Town,85,77,10,11.86046511627907,59.0,193
4673,Australia,Sri Lanka,Adelaide,85,63,9,8.947368421052632,39.0,187
27477,Pakistan,South Africa,Cape Town,31,83,9,5.027027027027027,28.0,176
26385,Pakistan,New Zealand,Auckland,136,11,3,7.486238532110092,57.0,153
30416,South Africa,England,Cape Town,46,79,9,6.7317073170731705,41.0,191
33372,South Africa,Sri Lanka,Johannesburg,81,37,3,5.855421686746988,18.0,113
30860,South Africa,England,Centurion,239,1,4,12.050420168067228,45.0,241
21350,New Zealand,South Africa,Hamilton,108,36,8,7.714285714285714,34.0,173
40718,West Indies,England,Nottingham,24,88,8,4.5,20.0,172
17389,New Zealand,Australia,Auckland,157,40,8,11.775,71.0,243
39451,West Indies,Australia,St Lucia,58,65,6,6.327272727272727,27.0,105
41168,West Indies,India,Lauderhill,121,66,10,13.444444444444445,75.0,245
41089,West Indies,India,Kolkata,105,1,2,5.294117647058823,42.0,109
19952,New Zealand,India,Rajkot,154,25,8,9.726315789473684,49.0,196
8234,England,Afghanistan,Delhi,81,37,4,5.855421686746988,28.0,142
22481,New Zealand,West Indies,Auckland,38,88,8,7.125,32.0,155
12074,England,Sri Lanka,Delhi,171,0,6,8.55,59.0,171
27170,Pakistan,New Zealand,Pallekele,148,13,6,8.299065420560748,28.0,177
27885,Pakistan,South Africa,Nottingham,66,64,8,7.071428571428571,33.0,149
27415,Pakistan,South Africa,Abu Dhabi,85,27,4,5.483870967741935,30.0,120
18460,New Zealand,England,Durban,28,91,7,5.793103448275862,26.0,164
23713,Pakistan,Australia,Dubai,142,7,7,7.539823008849558,46.0,151
27233,Pakistan,New Zealand,Wellington,52,44,4,4.105263157894737,18.0,105
32622,South Africa,Pakistan,Johannesburg,134,17,7,7.805825242718447,44.0,188
42048,West Indies,Pakistan,Abu Dhabi,21,88,7,3.9375,18.0,103
13000,India,Australia,Durban,155,16,7,8.942307692307692,66.0,188
36490,Sri Lanka,New Zealand,Auckland,142,0,2,7.1,44.0,142
13876,India,England,Bangalore,69,68,8,7.961538461538462,40.0,202
37849,Sri Lanka,Pakistan,London,79,30,4,5.266666666666667,25.0,138
25870,Pakistan,India,Mirpur,76,48,7,6.333333333333333,36.0,130
40604,West Indies,England,London,70,27,6,4.516129032258065,25.0,113
5842,Bangladesh,Australia,Cape Town,65,56,9,6.09375,29.0,123
36054,Sri Lanka,India,Mirpur,46,62,7,4.758620689655173,28.0,138
5376,Australia,West Indies,Barbados,47,90,10,9.4,47.0,97
30786,South Africa,England,Centurion,151,34,7,10.534883720930232,53.0,222
34575,Sri Lanka,Australia,Pallekele,152,1,2,7.663865546218488,29.0,157
19420,New Zealand,India,Auckland,77,56,6,7.21875,34.0,158
38186,Sri Lanka,South Africa,Chittagong,147,13,5,8.242990654205608,43.0,165
1035,Australia,England,Barbados,24,87,7,4.363636363636363,19.0,147
